0	Указатель имен эпических и мифологических персонажей
1	Агастья  159, 225, 534, 594, 609, 613–614
2	великий риши=1  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
3	Агни  79, 83, 250, 438, 455, 507–508, 538, 585, 594, 609, 612
4	Анала  598
5	Павака  609
6	Агниварна  461, 594
7	сын Сударшаны  461
8	Аджа  461, 587, 594
9	Адити  8, 134, 394, 498, 519, 569, 594, 599, 604
10	жена Кашьяпы  594, 602
11	Адрикритастхали  385, 594
12	Айравата  551, 594
13	слон Индры  551, 594
14	Акопа  594
15	Акша  595
16	Аламбуша=1  385, 388, 567, 595
17	Аламбуша=2  385, 388, 567, 595
18	Аларка  62, 74, 508, 595
19	Амбариша  461, 595
20	потомок Икшваку  33, 74, 166, 175, 226, 229, 237, 316, 595
21	сын Прашушрувы  461
22	царственный риши=1  21
23	ананга см. Кама
24	Анала см. Агни
25	Анаранья  458–459, 587, 595
26	сын Баны  458
27	Анасуя  481–482, 484–486, 489–491, 591–592
28	дочь Дакши  595, 599, 602, 611
29	жена (супруга) Атри  482, 595
30	Ангада  595, 614
31	сын Валина  595
32	Ангарака  25, 501
33	Лохитанга  199, 529
34	Мангала  529
35	Марс  501, 529
36	Ангирас  161, 595
37	Анджана  595, 615
38	слон Варуны  595
39	Анила (ветер)  598
40	Антака см. Яма
41	Аншуман  460, 499, 539, 595–596
42	внук Сагары  595
43	сын Асаманьджи  460, 595
44	Апа  598
45	Арджуна  547
46	Ариштанеми см. Кашьяпа
47	Арьяман  131, 596
48	Асаманьджа  179–180, 460, 527, 595–596
49	Асита  459, 596, 603
50	Асуртараджаса  596
51	Атри  481–482, 591, 595–596
52	сын Брахмы  591, 601, 607, 609
53	Аурва  542
54	Ахалья  596, 600, 616
55	Ашвапати=1  7, 155, 315, 319, 331, 497, 521, 523, 549, 596, 611
56	отец Кайкейи  497, 499, 596, 605
57	Ашвапати=2  7, 155, 315, 319, 331, 497, 521, 523, 549, 596, 611
58	отец Савитри  521
59	Ашвины  41, 267, 596, 615
60	Ашоканандана  308, 549, 596
61	Бала, или Вала  596
62	Бали  75, 509, 596, 598
63	сын Вирочаны  596
64	Бана  458, 537, 596, 614, 619
65	сын Викукши  458, 603
66	благой см. Шива
67	бестелесный см. Кама
68	Брахма  78, 133, 153, 159, 208, 244, 385, 387, 416, 443, 458, 497, 510–511, 522, 525, 531, 542, 562, 569, 586–587, 591, 596, 598–602, 604–607, 609–612, 616
69	Благой=1  78, 137, 176, 290, 393, 519
70	Вечный=1  432, 497, 611
71	Видхатар  131, 599
72	владыка богов=1  93, 147, 429, 438, 580
73	владыка миров=1  133
74	Возникший из пустого пространства  458, 587
75	Дхатар  131, 394, 569, 599, 602
76	Праджапати=1  11, 169, 439, 458, 515, 525, 569, 586–587, 597, 605, 609, 614
77	Пуруша  27, 502, 610
78	Сваямбху, или Самосущий  7, 152, 458, 497, 522, 586, 612
79	Брахмадатта  596, 612, 615
80	равный великому Индре=1  437
81	Брихадратха  596
82	Брихаспати  10–11, 15, 30, 132, 137, 199, 417, 438, 498, 519–520, 529, 566, 574, 580, 597, 599
83	Вачаспати  8, 17, 498, 599
84	Гуру  503, 514, 529, 585
85	отец Бхарадваджи  566
86	Юпитер  529, 574
87	Будда  456, 585–586
88	Сиддхартха=1  180–181, 308, 597, 612
89	Шакьямуни  597
90	Будха  199, 529, 597
91	Меркурий  529, 597
92	сын Сомы  529, 597
93	Бхава см. Шива
94	Бхага  131, 597
95	Бхагиратха  243, 250, 317, 370, 460, 535, 537–538, 597, 602
96	потомок Сагары  229, 535
97	царственный риши (мудрец)  21
98	Бхарадваджа=1  250–256, 259, 262, 366, 380–384, 387–388, 391–395, 397, 414, 469–470, 538, 564, 566, 568–569
99	великий риши=2  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
100	Сиятельный великий подвижник  392
101	Бхарадваджа=2  250–256, 259, 262, 366, 380–384, 387–388, 391–395, 397, 414, 469–470, 538, 564, 566, 568–569
102	Бхарата=1  7, 9, 16, 26, 37–49, 57, 59–60, 62–64, 67–69, 73, 96, 98–102, 107, 111–112, 119–120, 129, 138–140, 155–156, 171–173, 175, 179, 181, 184, 201, 211, 214–215, 223, 238, 241, 247, 257, 268, 278, 303–304, 308, 310–311, 313–327, 330, 334–336, 340–346, 348–351, 353–368, 371–372, 374, 377–384, 386–389, 391–396, 398–399, 401, 405–414, 416–418, 426–427, 429–434, 438–441, 443–444, 447–452, 455, 459, 462–471, 473–477, 481, 497–498, 500, 502, 504–505, 508–509, 514, 516, 520, 527, 535–536, 539, 541–542, 544, 548, 550–557, 560–562, 564–567, 569–570, 572–575, 578–579, 581–583, 588–590, 592, 596–597, 603, 605–607, 609, 617
103	Бхарата=2  7, 9, 16, 26, 37–49, 57, 59–60, 62–64, 67–69, 73, 96, 98–102, 107, 111–112, 119–120, 129, 138–140, 155–156, 171–173, 175, 179, 181, 184, 201, 211, 214–215, 223, 238, 241, 247, 257, 268, 278, 303–304, 308, 310–311, 313–327, 330, 334–336, 340–346, 348–351, 353–368, 371–372, 374, 377–384, 386–389, 391–396, 398–399, 401, 405–414, 416–418, 426–427, 429–434, 438–441, 443–444, 447–452, 455, 459, 462–471, 473–477, 481, 497–498, 500, 502, 504–505, 508–509, 514, 516, 520, 527, 535–536, 539, 541–542, 544, 548, 550–557, 560–562, 564–567, 569–570, 572–575, 578–579, 581–583, 588–590, 592, 596–597, 603, 605–607, 609, 617
104	брат Рамы=1  193, 273, 340, 359, 489, 597, 603, 607, 616
105	потомок Икшваку  33, 74, 166, 175, 226, 229, 237, 268, 316, 595
106	потомок Какутстхи  28–29, 79, 127–128, 178, 195, 211, 217, 221, 232, 235, 239, 252–253, 259, 364, 378, 412, 426, 431–432, 462, 464, 466, 502, 533, 588
107	Рагхава, или потомок Рагху  15, 17, 21–25, 35, 40–42, 45, 48–49, 59–61, 64, 67, 71–72, 78, 80, 83, 86, 90–91, 97, 99, 101, 104, 106–107, 109–112, 122, 124–125, 128, 131, 134–138, 141–142, 147–149, 154, 156–158, 161, 164, 166, 168–171, 173, 177–178, 181–182, 185, 188, 192, 194–195, 197, 204, 207, 209–210, 215, 217–219, 221–223, 225, 227, 229–230, 232, 236–237, 242, 249, 252–256, 261–263, 267–269, 272, 275, 277, 279, 281, 287–288, 294, 296, 301–302, 311, 317, 319, 325, 328–330, 335, 344, 350, 355, 358, 361, 366–367, 373, 376–377, 380–381, 393, 398, 405–407, 410–411, 413, 415–416, 418–419, 422, 424–425, 430, 432–433, 437, 439, 441, 444–445, 448, 451, 462–464, 467–470, 476, 478, 480–482, 486, 489, 491, 533, 542, 566, 570, 588, 591, 593, 610
108	сын Дашаратхи  94, 183, 196, 217, 222, 231, 233, 236, 243, 251, 317, 341, 364, 369, 375, 381, 396, 399, 415, 438, 445, 448, 456, 473, 579, 606, 610
109	сын Кайкейи  108, 247, 314–315, 325, 362, 364, 367, 383, 386, 406, 416, 421, 426, 502, 514
110	услада Кайкейи  211
111	услада рода Икшваку  360
112	услада царя Дашаратхи  322
113	Бхима см. Шива
114	Бхригу  161, 459, 597, 601, 603, 610–611, 615, 617
115	сын Праджапати=1  597
116	Вайшравана см. Кубера
117	бык среди людей см. Дашаратха
118	Валин  595, 597, 602, 605, 614
119	Вальмики  12, 18, 23, 28, 31, 34, 38, 42, 50, 54, 57, 70, 73, 81, 87, 92, 95, 99, 104, 110, 118, 121, 126, 130, 136, 140, 143, 146, 149, 154, 158, 163, 167, 174, 178, 181, 186, 188, 192, 198, 200, 204, 206, 210, 214, 218, 220, 224, 226, 232, 235, 246, 250, 254, 258, 260, 262, 266, 270, 274, 277, 280, 282, 288, 296, 299, 303, 307, 310, 312, 316, 321, 327, 330, 334, 341, 343, 346, 349, 351, 354, 356, 360, 363, 365, 368, 371, 374, 377, 380, 383, 391, 396, 399, 402, 404, 407, 411, 413, 418, 426, 429–430, 435, 439, 444, 448, 450, 452, 457, 461, 465, 468, 471, 474, 477, 480, 483, 489, 492, 524, 540, 597–598, 606, 614
120	великий риши=3  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
121	Вамадева  18, 303, 469, 501, 575, 589, 598
122	советник (наставник) царя Дашаратхи  589, 598, 601, 604, 607–608
123	Вамана=1  388, 596, 598
124	Вамана=2  388, 596, 598
125	Вамана=3  388, 596, 598
126	Варуна  7, 79, 83, 89, 132, 157, 307, 487, 497, 523, 567, 594–595, 597–598
127	Варуни, или Сура  598, 613
128	дочь Варуны  613
129	Васава см. Индра
130	Васиштха  18–19, 28–31, 76–79, 158, 184–185, 304, 307–309, 314, 326, 341–342, 346, 355, 380–382, 396, 413, 436, 438, 447, 458, 462, 469–470, 475, 500, 502–503, 519, 523, 531, 552, 557, 562, 566, 569–570, 575, 580, 586, 598, 603, 609, 614–615
131	великий риши=4  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
132	гуру рода Икшваку  157, 523
133	Дхрити  570
134	жрец Рамы  580
135	Васу  598–599
136	Васудева см. Кришна
137	Васуки  598
138	Вачаспати см. Брихаспати
139	Ваю  455, 584–585, 599, 607, 615, 619
140	бог ветра  599
141	Марута  317, 607
142	вечный см. Вишну
143	верный своей цели см. Рама
144	великий подвижник см. Вишвамитра
145	Вибудха  599
146	Вибхандака  599, 604, 611
147	сын Кашьяпы=1  599–600
148	Вибхишана  599–600
149	брат Раваны=1  478, 599, 605–606
150	Вивасват см. Сураштра
151	Виджая  308, 599
152	Видхатар см. Брахма
153	Викукши  458, 599, 603
154	Вината  134, 317, 519, 553, 599
155	Вирадха  599
156	Вирата  607
157	Вирочана  596, 599, 607
158	Вишакха  199, 529
159	Вишала  599, 602–603, 606, 612–613
160	сын Икшваку=1  458, 605, 609
161	Вишвавасу  384, 599
162	Вишвадевы  261
163	Вишвакарман  384, 386, 566, 599, 608–609
164	Вишвамитра  131, 488, 514, 524, 531, 587, 600, 602, 604–606, 608, 611–612, 614–615
165	великий подвижник  381, 383, 392
166	великий риши  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
167	Каушика, или сын Кушики  159, 524, 604, 612
168	потомок Куши  600
169	сын Гадхи  600
