35	[No Paragraph Style]	a-Анджана  595, 615
36	[No Paragraph Style]	a-слон Варуны  595
37	[No Paragraph Style]	a-Анила (ветер)  598
38	[No Paragraph Style]	a-Аншуман  460, 499, 539, 595–596
39	[No Paragraph Style]	a-внук Сагары  595
40	[No Paragraph Style]	a-сын Асаманьджи  460, 595
41	[No Paragraph Style]	a-Апа  598
42	[No Paragraph Style]	a-Арджуна  547
43	[No Paragraph Style]	a-Арьяман  131, 596
44	[No Paragraph Style]	a-Асаманьджа  179–180, 460, 527, 595–596
45	[No Paragraph Style]	a-Асита  459, 596, 603
46	[No Paragraph Style]	a-Асуртараджаса  596
47	[No Paragraph Style]	a-Атри  481–482, 591, 595–596
48	[No Paragraph Style]	a-сын Брахмы  591, 601, 607, 609
49	[No Paragraph Style]	a-Аурва  542
50	[No Paragraph Style]	a-Ахалья  596, 600, 616
51	[No Paragraph Style]	a-Ашвапати=1  7, 155, 315, 319, 331, 497, 521, 523, 549, 596, 611
52	[No Paragraph Style]	a-отец Кайкейи  497, 499, 596, 605
53	[No Paragraph Style]	a-Ашвапати=2  7, 155, 315, 319, 331, 497, 521, 523, 549, 596, 611
54	[No Paragraph Style]	a-отец Савитри  521
55	[No Paragraph Style]	a-Ашвины  41, 267, 596, 615
56	[No Paragraph Style]	a-Ашоканандана  308, 549, 596
57	[No Paragraph Style]	a-Бала, или Вала  596
58	[No Paragraph Style]	a-Бали  75, 509, 596, 598
59	[No Paragraph Style]	a-сын Вирочаны  596
60	[No Paragraph Style]	a-Бана  458, 537, 596, 614, 619
61	[No Paragraph Style]	a-сын Викукши  458, 603
62	[No Paragraph Style]	a-Брахма  78, 133, 153, 159, 208, 244, 385, 387, 416, 443, 458, 497, 510–511, 522, 525, 531, 542, 562, 569, 586–587, 591, 596, 598–602, 604–607, 609–612, 616
63	[No Paragraph Style]	a-Благой=1  78, 137, 176, 290, 393, 519
64	[No Paragraph Style]	a-Вечный=1  432, 497, 611
65	[No Paragraph Style]	a-Видхатар  131, 599
66	[No Paragraph Style]	a-владыка богов=1  93, 147, 429, 438, 580
67	[No Paragraph Style]	a-владыка миров=1  133
68	[No Paragraph Style]	a-Возникший из пустого пространства  458, 587
69	[No Paragraph Style]	a-Дхатар  131, 394, 569, 599, 602
70	[No Paragraph Style]	a-Праджапати=1  11, 169, 439, 458, 515, 525, 569, 586–587, 597, 605, 609, 614
71	[No Paragraph Style]	a-Пуруша  27, 502, 610
72	[No Paragraph Style]	a-Сваямбху, или Самосущий  7, 152, 458, 497, 522, 586, 612
73	[No Paragraph Style]	a-Брахмадатта  596, 612, 615
74	[No Paragraph Style]	a-равный великому Индре=1  437
75	[No Paragraph Style]	a-Брихадратха  596
76	[No Paragraph Style]	a-Брихаспати  10–11, 15, 30, 132, 137, 199, 417, 438, 498, 519–520, 529, 566, 574, 580, 597, 599
77	[No Paragraph Style]	a-Вачаспати  8, 17, 498, 599
78	[No Paragraph Style]	a-Гуру  503, 514, 529, 585
79	[No Paragraph Style]	a-отец Бхарадваджи  566
80	[No Paragraph Style]	a-Юпитер  529, 574
81	[No Paragraph Style]	a-Будда  456, 585–586
82	[No Paragraph Style]	a-Сиддхартха=1  180–181, 308, 597, 612
83	[No Paragraph Style]	a-Шакьямуни  597
84	[No Paragraph Style]	a-Будха  199, 529, 597
85	[No Paragraph Style]	a-Меркурий  529, 597
86	[No Paragraph Style]	a-сын Сомы  529, 597
87	[No Paragraph Style]	a-Бхага  131, 597
88	[No Paragraph Style]	a-Бхагиратха  243, 250, 317, 370, 460, 535, 537–538, 597, 602
89	[No Paragraph Style]	a-потомок Сагары  229, 535
90	[No Paragraph Style]	a-царственный риши (мудрец)  21
91	[No Paragraph Style]	a-Бхарадваджа=1  250–256, 259, 262, 366, 380–384, 387–388, 391–395, 397, 414, 469–470, 538, 564, 566, 568–569
92	[No Paragraph Style]	a-великий риши=2  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
93	[No Paragraph Style]	a-Сиятельный великий подвижник  392
94	[No Paragraph Style]	a-Бхарадваджа=2  250–256, 259, 262, 366, 380–384, 387–388, 391–395, 397, 414, 469–470, 538, 564, 566, 568–569
95	[No Paragraph Style]	a-Бхарата=1  7, 9, 16, 26, 37–49, 57, 59–60, 62–64, 67–69, 73, 96, 98–102, 107, 111–112, 119–120, 129, 138–140, 155–156, 171–173, 175, 179, 181, 184, 201, 211, 214–215, 223, 238, 241, 247, 257, 268, 278, 303–304, 308, 310–311, 313–327, 330, 334–336, 340–346, 348–351, 353–368, 371–372, 374, 377–384, 386–389, 391–396, 398–399, 401, 405–414, 416–418, 426–427, 429–434, 438–441, 443–444, 447–452, 455, 459, 462–471, 473–477, 481, 497–498, 500, 502, 504–505, 508–509, 514, 516, 520, 527, 535–536, 539, 541–542, 544, 548, 550–557, 560–562, 564–567, 569–570, 572–575, 578–579, 581–583, 588–590, 592, 596–597, 603, 605–607, 609, 617
96	[No Paragraph Style]	a-Бхарата=2  7, 9, 16, 26, 37–49, 57, 59–60, 62–64, 67–69, 73, 96, 98–102, 107, 111–112, 119–120, 129, 138–140, 155–156, 171–173, 175, 179, 181, 184, 201, 211, 214–215, 223, 238, 241, 247, 257, 268, 278, 303–304, 308, 310–311, 313–327, 330, 334–336, 340–346, 348–351, 353–368, 371–372, 374, 377–384, 386–389, 391–396, 398–399, 401, 405–414, 416–418, 426–427, 429–434, 438–441, 443–444, 447–452, 455, 459, 462–471, 473–477, 481, 497–498, 500, 502, 504–505, 508–509, 514, 516, 520, 527, 535–536, 539, 541–542, 544, 548, 550–557, 560–562, 564–567, 569–570, 572–575, 578–579, 581–583, 588–590, 592, 596–597, 603, 605–607, 609, 617
97	[No Paragraph Style]	a-брат Рамы=1  193, 273, 340, 359, 489, 597, 603, 607, 616
98	[No Paragraph Style]	a-потомок Икшваку  33, 74, 166, 175, 226, 229, 237, 268, 316, 595
99	[No Paragraph Style]	a-потомок Какутстхи  28–29, 79, 127–128, 178, 195, 211, 217, 221, 232, 235, 239, 252–253, 259, 364, 378, 412, 426, 431–432, 462, 464, 466, 502, 533, 588
100	[No Paragraph Style]	a-Рагхава, или потомок Рагху  15, 17, 21–25, 35, 40–42, 45, 48–49, 59–61, 64, 67, 71–72, 78, 80, 83, 86, 90–91, 97, 99, 101, 104, 106–107, 109–112, 122, 124–125, 128, 131, 134–138, 141–142, 147–149, 154, 156–158, 161, 164, 166, 168–171, 173, 177–178, 181–182, 185, 188, 192, 194–195, 197, 204, 207, 209–210, 215, 217–219, 221–223, 225, 227, 229–230, 232, 236–237, 242, 249, 252–256, 261–263, 267–269, 272, 275, 277, 279, 281, 287–288, 294, 296, 301–302, 311, 317, 319, 325, 328–330, 335, 344, 350, 355, 358, 361, 366–367, 373, 376–377, 380–381, 393, 398, 405–407, 410–411, 413, 415–416, 418–419, 422, 424–425, 430, 432–433, 437, 439, 441, 444–445, 448, 451, 462–464, 467–470, 476, 478, 480–482, 486, 489, 491, 533, 542, 566, 570, 588, 591, 593, 610
101	[No Paragraph Style]	a-сын Дашаратхи  94, 183, 196, 217, 222, 231, 233, 236, 243, 251, 317, 341, 364, 369, 375, 381, 396, 399, 415, 438, 445, 448, 456, 473, 579, 606, 610
102	[No Paragraph Style]	a-сын Кайкейи  108, 247, 314–315, 325, 362, 364, 367, 383, 386, 406, 416, 421, 426, 502, 514
103	[No Paragraph Style]	a-услада Кайкейи  211
104	[No Paragraph Style]	a-услада рода Икшваку  360
105	[No Paragraph Style]	a-услада царя Дашаратхи  322
106	[No Paragraph Style]	a-Бхригу  161, 459, 597, 601, 603, 610–611, 615, 617
107	[No Paragraph Style]	a-сын Праджапати=1  597
108	[No Paragraph Style]	a-Валин  595, 597, 602, 605, 614
109	[No Paragraph Style]	a-Вальмики  12, 18, 23, 28, 31, 34, 38, 42, 50, 54, 57, 70, 73, 81, 87, 92, 95, 99, 104, 110, 118, 121, 126, 130, 136, 140, 143, 146, 149, 154, 158, 163, 167, 174, 178, 181, 186, 188, 192, 198, 200, 204, 206, 210, 214, 218, 220, 224, 226, 232, 235, 246, 250, 254, 258, 260, 262, 266, 270, 274, 277, 280, 282, 288, 296, 299, 303, 307, 310, 312, 316, 321, 327, 330, 334, 341, 343, 346, 349, 351, 354, 356, 360, 363, 365, 368, 371, 374, 377, 380, 383, 391, 396, 399, 402, 404, 407, 411, 413, 418, 426, 429–430, 435, 439, 444, 448, 450, 452, 457, 461, 465, 468, 471, 474, 477, 480, 483, 489, 492, 524, 540, 597–598, 606, 614
110	[No Paragraph Style]	a-великий риши=3  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
111	[No Paragraph Style]	a-Вамадева  18, 303, 469, 501, 575, 589, 598
112	[No Paragraph Style]	a-советник (наставник) царя Дашаратхи  589, 598, 601, 604, 607–608
113	[No Paragraph Style]	a-Вамана=1  388, 596, 598
114	[No Paragraph Style]	a-Вамана=2  388, 596, 598
115	[No Paragraph Style]	a-Вамана=3  388, 596, 598
116	[No Paragraph Style]	a-Варуна  7, 79, 83, 89, 132, 157, 307, 487, 497, 523, 567, 594–595, 597–598
117	[No Paragraph Style]	a-Варуни, или Сура  598, 613
118	[No Paragraph Style]	a-дочь Варуны  613
119	[No Paragraph Style]	a-Васиштха  18–19, 28–31, 76–79, 158, 184–185, 304, 307–309, 314, 326, 341–342, 346, 355, 380–382, 396, 413, 436, 438, 447, 458, 462, 469–470, 475, 500, 502–503, 519, 523, 531, 552, 557, 562, 566, 569–570, 575, 580, 586, 598, 603, 609, 614–615
120	[No Paragraph Style]	a-великий риши=4  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
121	[No Paragraph Style]	a-гуру рода Икшваку  157, 523
122	[No Paragraph Style]	a-Дхрити  570
123	[No Paragraph Style]	a-жрец Рамы  580
124	[No Paragraph Style]	a-Васу  598–599
125	[No Paragraph Style]	a-Васуки  598
126	[No Paragraph Style]	a-Ваю  455, 584–585, 599, 607, 615, 619
127	[No Paragraph Style]	a-бог ветра  599
128	[No Paragraph Style]	a-Марута  317, 607
129	[No Paragraph Style]	a-Вибудха  599
130	[No Paragraph Style]	a-Вибхандака  599, 604, 611
131	[No Paragraph Style]	a-сын Кашьяпы=1  599–600
132	[No Paragraph Style]	a-Вибхишана  599–600
133	[No Paragraph Style]	a-брат Раваны=1  478, 599, 605–606
134	[No Paragraph Style]	a-Виджая  308, 599
135	[No Paragraph Style]	a-Викукши  458, 599, 603
136	[No Paragraph Style]	a-Вината  134, 317, 519, 553, 599
137	[No Paragraph Style]	a-Вирадха  599
138	[No Paragraph Style]	a-Вирата  607
139	[No Paragraph Style]	a-Вирочана  596, 599, 607
140	[No Paragraph Style]	a-Вишакха  199, 529
141	[No Paragraph Style]	a-Вишала  599, 602–603, 606, 612–613
142	[No Paragraph Style]	a-сын Икшваку=1  458, 605, 609
143	[No Paragraph Style]	a-Вишвавасу  384, 599
144	[No Paragraph Style]	a-Вишвадевы  261
145	[No Paragraph Style]	a-Вишвакарман  384, 386, 566, 599, 608–609
146	[No Paragraph Style]	a-Вишвамитра  131, 488, 514, 524, 531, 587, 600, 602, 604–606, 608, 611–612, 614–615
147	[No Paragraph Style]	a-великий подвижник  381, 383, 392
148	[No Paragraph Style]	a-великий риши  251, 253, 255, 288, 307, 386, 391, 394, 414, 546, 595
149	[No Paragraph Style]	a-Каушика, или сын Кушики  159, 524, 604, 612
150	[No Paragraph Style]	a-потомок Куши  600
151	[No Paragraph Style]	a-сын Гадхи  600
152	[No Paragraph Style]	a-царственный риши=2  21
153	[No Paragraph Style]	a-Вишвачи  385, 600
154	[No Paragraph Style]	a-Вишну  4, 7, 17, 31, 105, 134, 229, 261, 486, 497, 500, 502, 509, 513, 519, 522, 528, 531, 535, 550, 569, 573, 581, 587, 596, 598, 600–601, 603–606, 608–611, 615–616, 619, 621
155	[No Paragraph Style]	a-Вечный=2  432, 497, 611
156	[No Paragraph Style]	a-владыка богов=2  93, 147, 429, 438, 580
157	[No Paragraph Style]	a-владыка миров=2  133
158	[No Paragraph Style]	a-Джанардана, или Пуруша Джанардана  27, 502, 601
159	[No Paragraph Style]	a-Кешава  605
160	[No Paragraph Style]	a-Мадхусудана  32, 606
161	[No Paragraph Style]	a-Нараяна  31, 609
162	[No Paragraph Style]	a-Праджапати=2  11, 169, 439, 458, 515, 525, 569, 586–587, 597, 605, 609, 614
163	[No Paragraph Style]	a-Пурушоттама  610
164	[No Paragraph Style]	a-сын Адити  498
165	[No Paragraph Style]	a-Упендра, или младший брат Индры  509, 569
166	[No Paragraph Style]	a-Хари  615
167	[No Paragraph Style]	a-Хришикеша  615
168	[No Paragraph Style]	a-Вишравас  600, 605, 610
169	[No Paragraph Style]	a-Вритра  134, 505, 600, 603, 616
170	[No Paragraph Style]	a-Гадхи, или Гадхин  600
171	[No Paragraph Style]	a-Ганга  77, 81, 227–229, 235–236, 242–244, 250–251, 255, 262–263, 309, 316–317, 354, 362–364, 366, 377–379, 395, 471, 510, 535, 537–538, 541, 549–550, 552, 561, 566, 568, 571, 591, 596–597, 599–600, 602–608, 610, 612, 614–616
172	[No Paragraph Style]	a-Бхагиратхи  243, 250, 317, 370, 460, 537–538, 597, 602
173	[No Paragraph Style]	a-Джахнави, или дочь Джахну  481, 591, 602
174	[No Paragraph Style]	a-дочь Царя гор  600, 614
175	[No Paragraph Style]	a-Малини  309, 549, 607
176	[No Paragraph Style]	a-старшая дочь Химавата  614
177	[No Paragraph Style]	a-супруга Океана  229
178	[No Paragraph Style]	a-Трипатхага, или Текущая (идущая) тремя путями  227, 244, 614
179	[No Paragraph Style]	a-Гандхамадана  253, 538, 600
180	[No Paragraph Style]	a-Гарги  614
181	[No Paragraph Style]	a-Гаргья Триджата  161
182	[No Paragraph Style]	a-Гаруда  220, 519, 530, 581, 599–600, 602, 611, 613–614
183	[No Paragraph Style]	a-Супарна  134, 203, 519, 530, 613
184	[No Paragraph Style]	a-Таркшья=1  440, 581, 614
185	[No Paragraph Style]	a-царь птиц  599
186	[No Paragraph Style]	a-Гаутама  303, 596, 600, 616
187	[No Paragraph Style]	a-супруг Ахальи  600
188	[No Paragraph Style]	a-Гая  449, 583–584, 600, 606
189	[No Paragraph Style]	a-Гомер  621
190	[No Paragraph Style]	a-Гопа  387, 601
191	[No Paragraph Style]	a-Гуха  230–233, 235–236, 242–243, 262, 270, 362, 364–369, 371–372, 374, 377–379, 411, 413, 417, 535, 541, 563, 565, 601
192	[No Paragraph Style]	a-Гхритачи  385, 601
193	[No Paragraph Style]	a-Дакша  587, 592, 594–595, 599, 601–602, 611, 613
194	[No Paragraph Style]	a-Данда  513
195	[No Paragraph Style]	a-Дандхумара  459
196	[No Paragraph Style]	a-сын Тришанку  459
197	[No Paragraph Style]	a-Дашаратха  4, 7–8, 10–12, 14, 18–22, 24, 26–28, 33, 35–37, 44, 51, 54, 61, 63–64, 66, 70–72, 75, 78–80, 82–84, 94–95, 99, 101, 104, 117, 126, 128, 138–139, 163–164, 168–170, 174, 177, 179–180, 182–183, 186, 188, 192–193, 196, 198–199, 203–204, 210, 217, 222–223, 225, 231, 233–234, 236–238, 243, 247, 251, 256, 264–267, 272–273, 282–283, 289, 296, 298, 301, 313, 317, 322–323, 327, 341, 343, 345, 350, 355–357, 364, 369, 372, 374–376, 381, 394–396, 399, 410, 415, 419, 428, 430, 436–438, 444–445, 448, 451, 456, 461, 463, 466, 470, 473, 488–489, 497–500, 502–505, 508–510, 512–514, 516–517, 523, 526, 528–531, 539, 541–543, 545, 547–548, 551, 554, 556, 559, 565–566, 570, 572–573, 575, 579, 581, 583–584, 589, 594, 596, 598–599, 601–604, 606–608, 610–615
198	[No Paragraph Style]	a-владыка Косалы=1  225, 402, 534
199	[No Paragraph Style]	a-потомок великого рода=1  16
200	[No Paragraph Style]	a-потомок Икшваку  15, 33, 74, 166, 175, 226, 229, 237, 304, 316, 595
201	[No Paragraph Style]	a-потомок Какутстхи  28–29, 79, 127–128, 178, 195, 211, 217, 221, 232, 235, 239, 252–253, 259, 364, 378, 412, 426, 431–432, 462, 464, 466, 502, 533, 588
202	[No Paragraph Style]	a-равный великому Индре=2  437
203	[No Paragraph Style]	a-Рагхава, или потомок Рагху  15, 17, 21–25, 35, 40–42, 45, 48–49, 55–56, 59–61, 64, 67, 71–72, 78, 80, 83, 86, 90–91, 97, 99, 101, 104, 106–107, 109–112, 122, 124–125, 128, 131, 134–138, 141–142, 147–149, 154, 156–158, 161, 164, 166, 168–171, 173, 177–178, 181–182, 185, 188, 192, 194–195, 197, 204, 207, 209–210, 215, 217–219, 221–223, 225, 227, 229–230, 232, 236–237, 242, 249, 252–256, 261–263, 267–269, 272, 275, 277, 279, 281, 287–288, 294, 296, 301–302, 311, 317, 319, 325, 328–330, 335, 344, 350, 355, 358, 361, 366–367, 373, 376–377, 380–381, 393, 398, 405–407, 410–411, 413, 415–416, 418–419, 422, 424–425, 430, 432–433, 437, 439, 441, 444–445, 448, 451, 462–464, 467–470, 476, 478, 480–482, 486, 489, 491, 533, 542, 566, 570, 588, 591, 593, 610
204	[No Paragraph Style]	a-царственный риши=3  21
205	[No Paragraph Style]	a-Двивида  601, 606
206	[No Paragraph Style]	a-Девамидха  601
207	[No Paragraph Style]	a-Деварата  601
208	[No Paragraph Style]	a-предок Джанаки  596, 599, 601, 605, 607–609, 613, 615
209	[No Paragraph Style]	a-царственный риши=4  21
210	[No Paragraph Style]	a-Джабали  303, 451, 453, 455, 458, 469, 584–586, 589, 601
211	[No Paragraph Style]	a-Джамадагни  515, 601, 611
212	[No Paragraph Style]	a-отец Рамы  601, 611
213	[No Paragraph Style]	a-потомок Бхригу=1  459, 601, 611
214	[No Paragraph Style]	a-Джамбават  601
215	[No Paragraph Style]	a-сын Брахмы  591, 601, 607, 609
216	[No Paragraph Style]	a-Джамбха  601
217	[No Paragraph Style]	a-Джанака=1  12, 138, 149, 152, 157, 182–183, 187, 193, 202, 257–258, 269, 300–301, 412, 432, 438, 486, 499, 521, 523, 592, 596, 599–603, 605–609, 612–616
218	[No Paragraph Style]	a-великий духом  11, 13, 20, 44, 55, 60, 75, 97, 112, 123, 133, 146, 163, 166, 189, 198, 200, 202, 207, 210, 219, 222, 227, 234, 237, 245, 263, 268, 289, 311, 314, 321–322, 325–326, 328, 330, 334–335, 340, 353, 355, 358, 363, 367–371, 373–374, 379–380, 392, 396, 413, 416, 426, 429, 431–432, 436–437, 440, 444, 457, 460, 463, 467, 470, 475, 478, 481, 487, 519, 533
219	[No Paragraph Style]	a-отец Ситы  499, 596, 599, 601, 603, 605, 607–609, 613, 615
220	[No Paragraph Style]	a-царь (владыка, государь) Видехи (Митхилы)  149, 300, 375, 486–487, 596, 599, 601–602, 605, 607–609
221	[No Paragraph Style]	a-Джанака=2  12, 138, 149, 152, 157, 182–183, 187, 193, 202, 257–258, 269, 300–301, 412, 432, 438, 486, 499, 521, 523, 592, 596, 599–603, 605–609, 612–616
222	[No Paragraph Style]	a-Джанамеджая  292, 547, 601
223	[No Paragraph Style]	a-сын Парикшита  547
224	[No Paragraph Style]	a-Джатаюс  602, 611
225	[No Paragraph Style]	a-Джахну  602
226	[No Paragraph Style]	a-Джая  602
227	[No Paragraph Style]	a-Джаянта  308, 602
228	[No Paragraph Style]	a-Дилипа  292, 357, 460, 562, 597, 602
229	[No Paragraph Style]	a-сын Аншумана  460, 602
230	[No Paragraph Style]	a-Дити  519, 602, 604, 607
231	[No Paragraph Style]	a-дочери Кушанабхи, или сто дочерей Кушанабхи  596
232	[No Paragraph Style]	a-Драупади  500, 604
233	[No Paragraph Style]	a-Дридханетра  602
234	[No Paragraph Style]	a-Дрона  597
235	[No Paragraph Style]	a-Друпада  604, 609
236	[No Paragraph Style]	a-Дундубхи  602
237	[No Paragraph Style]	a-Душана  602
238	[No Paragraph Style]	a-Дханвантари  602
239	[No Paragraph Style]	a-Дхарма  601–602
240	[No Paragraph Style]	a-Дхармапала  602
241	[No Paragraph Style]	a-Дхриштакету  602
242	[No Paragraph Style]	a-царственный риши=5  21
243	[No Paragraph Style]	a-Дхришти  602
244	[No Paragraph Style]	a-Дхрува  598
245	[No Paragraph Style]	a-Дхрувасандхи  459, 602
246	[No Paragraph Style]	a-Дхумрашва  602, 612
247	[No Paragraph Style]	a-сын Сучандры  602
248	[No Paragraph Style]	a-Дхундхумара  292, 603
249	[No Paragraph Style]	a-сын Тришанку  459
250	[No Paragraph Style]	a-Дьюматсена  149, 521, 603, 612
251	[No Paragraph Style]	a-отец Сатьявана  521, 603
252	[No Paragraph Style]	a-Икшваку  13, 15, 27, 33, 59, 67, 74, 157, 166, 175, 178, 200, 225–226, 229, 237, 268, 273, 304, 307, 316, 319, 329, 345, 355, 358, 360, 419, 458, 461, 513, 523, 529, 534, 550, 553–555, 575, 595, 599, 603, 605, 609
253	[No Paragraph Style]	a-внук Вивасвата  603
254	[No Paragraph Style]	a-Индра  8, 12–13, 22, 31, 34, 56, 75, 78–79, 83–84, 86, 90, 94, 99, 134, 177, 188, 190, 194, 200, 222, 241, 267, 278, 306–307, 310, 316, 320, 332–333, 346, 354, 374, 415, 437–439, 449–450, 455, 474, 497–501, 503, 505, 507–511, 516–517, 519, 524, 527–528, 544, 546, 551, 553, 555, 558, 562, 565, 567, 571, 579–580, 585, 594–596, 598–601, 603, 606–611, 614, 616
255	[No Paragraph Style]	a-Васава  21, 89, 131, 283, 447, 501, 511, 528, 598
256	[No Paragraph Style]	a-враг данавов  430, 579
257	[No Paragraph Style]	a-Губитель Балы, или Баласудана  596
258	[No Paragraph Style]	a-Губитель Паки  609
259	[No Paragraph Style]	a-Держатель ваджры  68, 89, 125, 290, 332, 508, 511
260	[No Paragraph Style]	a-Магхаван  427, 579, 606
261	[No Paragraph Style]	a-Махендра, или Великий Индра  7, 175, 497, 608
262	[No Paragraph Style]	a-Пакашасана, или Губитель Паки  609
263	[No Paragraph Style]	a-Парджанья  11, 155, 304, 523, 609
264	[No Paragraph Style]	a-Пурандара, или Сокрушитель крепостей, или Покоритель городов, или Разрушитель городов  13, 76, 399, 500, 510, 610
265	[No Paragraph Style]	a-супруг Шачи  10, 15, 85, 334, 499, 510, 555
266	[No Paragraph Style]	a-сын Кашьяпы=2  599–600
267	[No Paragraph Style]	a-сын Кашьяпы=3  599–600
268	[No Paragraph Style]	a-Тысячеглазый  12, 134
269	[No Paragraph Style]	a-царь (владыка, бык) тридцатки богов  93, 147, 159, 429, 438, 524, 580
270	[No Paragraph Style]	a-Шакра  11, 15, 30, 44, 84, 147, 181, 293, 307, 332–333, 344, 384–385, 408, 451, 487, 527, 558, 567, 616
271	[No Paragraph Style]	a-Шатакрату, или Вершитель ста жертвоприношений  356, 562, 585, 616
272	[No Paragraph Style]	a-Кабандха  603
273	[No Paragraph Style]	a-Кавья  603, 610, 617
274	[No Paragraph Style]	a-Венера  547, 574, 617
275	[No Paragraph Style]	a-сын Бхригу  603, 615, 617
276	[No Paragraph Style]	a-Ушанас  603
277	[No Paragraph Style]	a-Шукра  133, 295, 417, 513, 547, 574, 603, 610, 617
278	[No Paragraph Style]	a-Кайкейи  4, 34, 36–38, 40–41, 43–44, 46, 48–49, 51–52, 54–55, 57–58, 61–64, 66, 70–76, 80, 88, 95–102, 108, 111–112, 115, 119–120, 122–123, 127, 138, 155, 165–166, 169–172, 174, 178–186, 189, 198, 201–202, 204–206, 211, 222–223, 225, 237–239, 241, 246–248, 265, 268–269, 272–273, 275, 296, 300–303, 313–315, 321–323, 325–326, 330, 335–336, 341, 345, 348–349, 355, 361–362, 364, 367, 383, 386, 393–394, 406–407, 409, 416, 419, 421, 426, 435, 446, 448, 455, 464–466, 468, 497, 499, 502–507, 512–517, 520, 523, 525–527, 530, 535–537, 542–545, 551, 553–554, 563, 582–583, 596–597, 603, 605, 607, 617
279	[No Paragraph Style]	a-дочь царя Ашвапати  155, 523
280	[No Paragraph Style]	a-жена Дашаратхи  104, 395, 437, 513, 603
281	[No Paragraph Style]	a-криводушная  204, 530
282	[No Paragraph Style]	a-мать Бхараты  48, 68, 303, 349, 372, 497, 596
283	[No Paragraph Style]	a-Кайтабха  522
284	[No Paragraph Style]	a-Какутстха=1  28–29, 79, 127–128, 178, 195, 211, 217, 221, 226, 232, 235, 239, 252–253, 259, 364, 378, 411–412, 426, 431–432, 460, 462, 464–466, 502, 533, 588, 603, 613
285	[No Paragraph Style]	a-сын Викукши  458, 603
286	[No Paragraph Style]	a-Какутстха=2  28–29, 79, 127–128, 178, 195, 211, 217, 221, 226, 232, 235, 239, 252–253, 259, 364, 378, 411–412, 426, 431–432, 460, 462, 464–466, 502, 533, 588, 603, 613
287	[No Paragraph Style]	a-Калапа  160, 524, 603
288	[No Paragraph Style]	a-Калинди  255–257, 459–460, 539, 603
289	[No Paragraph Style]	a-Калмашапада  460, 587, 603, 609
290	[No Paragraph Style]	a-Саудаса  460, 587
291	[No Paragraph Style]	a-Кама  507, 595, 604, 606–607
292	[No Paragraph Style]	a-Ананга, или Бестелесный  595
293	[No Paragraph Style]	a-Кандарпа  604
294	[No Paragraph Style]	a-Мадана  606
295	[No Paragraph Style]	a-Манматха  54, 507, 607
296	[No Paragraph Style]	a-Канду  113, 515, 604
297	[No Paragraph Style]	a-сын риши Канвы  515
298	[No Paragraph Style]	a-Капила  604
299	[No Paragraph Style]	a-Катха  160, 524, 604
300	[No Paragraph Style]	a-Катьяяна  303, 604
